genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YDR050C	P00942	TPI1	26.79508	2	1.22751388896368	essential	2	2.85043166587128e-08	3.20131285723496e-08	2.85102839053919e-08	1	2	0	1	1.00061993473302	1.00062007386315
YCR012W	P00560	PGK1	44.73787	2	1.22608205869512	tightly_const	2	9.15167578284533e-07	9.17361907069833e-07	9.15263930340002e-07	1	4	0	1	0.983392213549699	1.03568997254753
YJL052W	P00360	TDH1	35.74956	2	1.22608205869512	tightly_const	2	1.69351471140776e-05	1.69436383810479e-05	1.69386941323791e-05	0	8	7	1	1.43448434236277	1.5425637462659
YGR010W	P53204	NMA2	44.90875	2	1000	opt_isoenz_tight	2	0	7.34547831238551e-08	7.34547734995816e-08	1	12	0	2	1.00001823383433	1.00001823792404
YPL023C	P46151	MET12	73.94088	0	0.293884450454309	subOpt_isoenz	0	0	1.40931820753498e-08	0	0	6	8	2	1.00000000000008	1.00000000000009
YBR218C	P32327	PYC2	130.16549	0	0.282091917129264	subOpt_isoenz	0	0	5.11507918101411e-07	0	0	8	10	2	1.0000000128545	1.00000001285739
YBL039C	P28274	URA7	64.70953	0	0.258201785040243	subOpt_isoenz	0	0	3.67414789396322e-08	0	0	12	12	2	1.00000011399208	1.00000011401765
YMR145C	P40215	NDE1	62.77345	0	0.222157327287442	subOpt_isoenz	0	0	8.43387296722906e-08	0	0	6	13	2	1.00000205974201	0.999998631111381
YAL062W	P39708	GDH3	49.62653	0	0.126351880344257	subOpt_isoenz	0	0	1.37272186494612e-06	0	0	8	19	2	1.00000000000012	1.00000000000012
YLR438W	P07991	CAR2	46.08557	0	0	subOpt_isoenz	0	0	1.6637908530548e-11	0	1	4	0	2	1.00000001285433	1.00000001285721
YMR246W	P47912	FAA4	77.26612	0	0	subOpt_isoenz	0	0	1.30614837767714e-09	0	1	48	0	2	1.00000002019254	1.00000002019707
YOR317W	P30624	FAA1	77.86529	0	0	subOpt_isoenz	0	0	1.29566055046076e-09	0	1	52	0	2	1.00000221509032	0.999998614322226
YDR452W	Q04119	PPN1	78.34335	1	1000	opt_isoenz	2	0	1.19964311469506e-09	1.59461388661699e-12	1	11	0	3	1.00000004872826	1.00000004873919
YOR222W		ODC2	NaN	0	0.266970219136635		0	NaN	NaN	NaN	0	6	11	3	1	1
YPL134C		ODC1	NaN	0	0.266970219136635		0	NaN	NaN	NaN	0	6	11	3	1	1
YER053C		PIC2	NaN	0	0.155496040249908		0	NaN	NaN	NaN	0	4	18	3	1	1
YJR077C		MIR1	NaN	0	0.155496040249908		0	NaN	NaN	NaN	0	4	18	3	1	1
