genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YPR167C	P18408	MET16	30.3799	sce00920  Sulfur metabolism	2	4.62774094379504	tightly_const	2	1.79880414186462e-06	1.79902347252091e-06	1.79880414186462e-06	1	7	0	1	1.00469262327338	1.00502207154156
YBR166C	P20049	TYR1	50.92272	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	4.55462170238841	tightly_const	2	4.19901198869676e-07	4.19913669980438e-07	4.19901198869676e-07	1	5	0	1	1.00184773275847	1.00197706085236
YGR185C	P36421	TYS1	44.01942	sce00970  Aminoacyl-tRNA biosynthesis	2	4.55462170238841	tightly_const	2	2.40073885811678e-06	2.40073920171448e-06	2.40073885811678e-06	1	6	0	1	1.00915790729259	1.00980390239693
YOR095C	Q12189	RKI1	28.25777	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	1	4.24490450863504	essential	2	5.69989673856323e-06	0.00269693288008448	5.7005319605459e-06	1	2	0	1	1.02815240469134	1.03017833194642
YDR353W	P29509	TRR1	34.23767	sce00450  Selenocompound metabolism	2	4.00524798571839	tightly_const	2	1.93304934280656e-07	1.93329765467986e-07	1.93304934280656e-07	1	6	0	1	1.0006078801148	1.00065037104483
YHR019C	P38707	DED81	62.20612	sce00970  Aminoacyl-tRNA biosynthesis	2	3.46843681305616	tightly_const	2	8.4998859997669e-07	8.49988756106981e-07	8.4998859997669e-07	1	6	0	1	1.00522684191937	1.00559400413333
YDR127W	P08566	ARO1	174.75305	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	3.20664323217394	tightly_const	2	1.31633207527904e-06	1.31635284136753e-06	1.31633207527904e-06	1	14	0	1	1.0238083509374	1.02551391018413
YGL148W	P28777	ARO2	40.83793	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	3.20664323217394	tightly_const	2	2.38974941741305e-05	2.38978714161702e-05	2.38974941741305e-05	1	3	0	1	1.1033324184964	1.11135446419725
YGR264C	P00958	MES1	85.67702	sce00450  Selenocompound metabolism sce00970  Aminoacyl-tRNA biosynthesis	2	2.9879165947299	tightly_const	2	9.13342053959156e-06	9.13342245574597e-06	9.13342053959156e-06	1	6	0	1	1.08543923138799	1.09195639415622
YPR060C	P32178	ARO7	29.7468	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	2.92581287834162	tightly_const	2	4.73734229295098e-08	4.73743320723672e-08	4.73734229295098e-08	1	2	0	1	1.00015205988712	1.00016268372048
YIL078W	P04801	THS1	84.51944	sce00970  Aminoacyl-tRNA biosynthesis	2	2.88882140433112	tightly_const	2	4.13259614257096e-06	4.13259703589538e-06	4.13259614257096e-06	1	6	0	1	1.03833044017553	1.04111809978478
YOR168W	P13188	GLN4	93.13159	sce00970  Aminoacyl-tRNA biosynthesis	2	2.65002007638298	tightly_const	2	2.18833052152304e-06	2.18833103223305e-06	2.18833052152304e-06	1	6	0	1	1.02333341123671	1.02500411628154
YCR053W	P16120	THR4	57.47349	sce00260  Glycine, serine and threonine metabolism sce00750  Vitamin B6 metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	2	2.55000443668672	tightly_const	2	6.84517143088681e-09	6.84655342054843e-09	6.84622421460635e-09	1	6	0	1	1.00004916310894	1.00005259756624
YDR158W	P13663	HOM2	39.54334	sce00260  Glycine, serine and threonine metabolism sce00261  Monobactam biosynthesis sce00270  Cysteine and methionine metabolism sce00300  Lysine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	2	2.55000443668672	tightly_const	2	1.47168212576975e-07	1.47175737889361e-07	1.47168661171439e-07	1	6	0	1	1.00072727309997	1.00077811611115
YER052C	P10869	HOM3	58.10913	sce00260  Glycine, serine and threonine metabolism sce00261  Monobactam biosynthesis sce00270  Cysteine and methionine metabolism sce00300  Lysine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	2	2.55000443668672	tightly_const	2	1.23050617376012e-07	1.2305690945718e-07	1.23050992455828e-07	1	4	0	1	1.00089363527581	1.00095611962955
YHR025W	P17423	THR1	38.71215	sce00260  Glycine, serine and threonine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	2	2.55000443668672	tightly_const	2	6.84517075559407e-07	6.8465534205474e-07	6.84622421460635e-07	1	5	0	1	1.00331470901337	1.00354707850047
YJR139C	P31116	HOM6	38.50163	sce00260  Glycine, serine and threonine metabolism sce00270  Cysteine and methionine metabolism sce00300  Lysine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	2.55000443668672	tightly_const	2	1.23704237993114e-06	1.23710563496585e-06	1.23704615065282e-06	1	7	0	1	1.00596153387924	1.00638063249456
YDL066W	P21954	IDP1	48.18986	sce00020  Citrate cycle (TCA cycle) sce00480  Glutathione metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids sce04146  Peroxisome	2	2.38704887275001	tightly_const	2	1.63178238546645e-06	1.63306158487213e-06	1.632294065228e-06	1	5	0	1	0.999999999999967	0.999999999999973
YBL076C	P09436	ILS1	122.98195	sce00970  Aminoacyl-tRNA biosynthesis	2	2.09825800881351	tightly_const	2	1.30194981575279e-07	1.3019501871443e-07	1.30194981575279e-07	1	6	0	1	1.00207785875502	1.00222332977028
YLL018C	P04802	DPS1	63.51479	sce00970  Aminoacyl-tRNA biosynthesis	2	2.04689843782899	tightly_const	2	2.36193118821575e-06	2.36193187626258e-06	2.36193118821575e-06	1	6	0	1	1.01980827282865	1.0212213387715
YLR355C	P06168	ILV5	44.36792	sce00290  Valine, leucine and isoleucine biosynthesis sce00770  Pantothenate and CoA biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	2	1.98506824981946	tightly_const	2	1.21451013184622e-05	1.21452164745061e-05	1.21451013184622e-05	1	7	0	1	1.07160245138959	1.07698930559016
YER023W	P32263	PRO3	30.13145	sce00330  Arginine and proline metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1.95255103013299	tightly_const	2	1.21320076088019e-08	1.21343014023363e-08	1.21320076088019e-08	1	6	0	1	1.00004941236677	1.00005286423775
YHR020W	P38708	YHR020W	77.38534	sce00970  Aminoacyl-tRNA biosynthesis	2	1.95255103013299	tightly_const	2	1.50350375714773e-06	1.50350421317367e-06	1.50350375714773e-06	1	7	0	1	1.0157692675723	1.01688943049873
YLR438W	P07991	CAR2	46.08557	sce00330  Arginine and proline metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	1.94710697993208	tightly_const	2	8.62672652228913e-08	8.65043624150452e-08	8.6309308551303e-08	1	4	0	1	0.999999999999985	0.999999999999984
YJR016C	P39522	ILV3	62.86049	sce00290  Valine, leucine and isoleucine biosynthesis sce00770  Pantothenate and CoA biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	2	1.92428295961657	tightly_const	2	1.4902046535462e-06	1.49021094963996e-06	1.4902046535462e-06	1	5	0	1	1.01298574997818	1.01390548017712
YJR148W	P47176	BAT2	41.62419	sce00270  Cysteine and methionine metabolism sce00280  Valine, leucine and isoleucine degradation sce00290  Valine, leucine and isoleucine biosynthesis sce00770  Pantothenate and CoA biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	1	1.9239739470306	essential	2	3.48493255870655e-08	0.0018270562936194	3.48626530698575e-08	1	14	0	1	1.00019867817989	1.00021255974441
YMR108W	P07342	ILV2	74.93608	sce00290  Valine, leucine and isoleucine biosynthesis sce00650  Butanoate metabolism sce00660  C5-Branched dibasic acid metabolism sce00770  Pantothenate and CoA biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	2	1.91340170329182	tightly_const	2	3.97780866431634e-06	3.97782821744693e-06	3.97780866431634e-06	1	8	0	1	1.04193109240616	1.04499196368892
YCL018W	P04173	LEU2	38.95257	sce00290  Valine, leucine and isoleucine biosynthesis sce00660  C5-Branched dibasic acid metabolism sce01110  Biosynthesis of secondary metabolites sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	2	1.84401398137219	tightly_const	2	1.59620963252979e-06	1.596222866935e-06	1.59620963252979e-06	1	5	0	1	1.0086976257564	1.00931085322382
YNL104C	P06208	LEU4	68.40819	sce00290  Valine, leucine and isoleucine biosynthesis sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	2	1.84401398137219	tightly_const	2	1.0473520599676e-06	1.04755554715859e-06	1.04754686179576e-06	1	13	0	1	1.01002645193767	1.01073436552462
YPL160W	P26637	CDC60	124.14	sce00970  Aminoacyl-tRNA biosynthesis	2	1.84401398137219	tightly_const	2	3.85218438770741e-07	3.85218561246928e-07	3.85218438770741e-07	1	6	0	1	1.00668736407573	1.00715785196629
YGL009C	P07264	LEU1	85.79356	sce00290  Valine, leucine and isoleucine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	1	1.84401398137219	essential	2	3.11664875076525e-06	0.000889526610116695	3.11664875076525e-06	1	4	0	1	1.03757484273494	1.04030541686099
YGR094W	P07806	VAS1	125.7682	sce00970  Aminoacyl-tRNA biosynthesis	2	1.74867199847194	tightly_const	2	2.46836163422905e-07	2.46836245477587e-07	2.46836163422905e-07	1	12	0	1	1.00447480483723	1.00478888814911
YHR208W	P38891	BAT1	43.59553	sce00270  Cysteine and methionine metabolism sce00280  Valine, leucine and isoleucine degradation sce00290  Valine, leucine and isoleucine biosynthesis sce00770  Pantothenate and CoA biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	1	1.74867199847194	essential	2	1.14807455875108e-08	0.00174441871192356	1.14807455875108e-08	1	16	0	1	1.00007209836479	1.00007713516648
YFL022C	P15625	FRS2	57.51077	sce00970  Aminoacyl-tRNA biosynthesis	2	1.68504214165551	tightly_const	2	1.00471073297599e-08	1.00471107728325e-08	1.00471073297599e-08	0	6	4	1	1.0000850438077	1.0000909850621
YLR060W	P15624	FRS1	67.36425	sce00970  Aminoacyl-tRNA biosynthesis	2	1.68504214165551	tightly_const	2	1.00471073297599e-08	1.00471107728325e-08	1.00471073297599e-08	0	6	4	1	1.00009961482422	1.00010657413441
YNL316C	P32452	PHA2	38.22484	sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1.68504214165551	tightly_const	2	3.13581155418506e-09	3.13584266513189e-09	3.13581155418505e-09	1	5	0	1	1.00001764181796	1.00001887420599
YBR248C	P33734	HIS7	61.06729	sce00340  Histidine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	2	1.60475833874487	tightly_const	2	2.08905204458965e-08	2.08913317431615e-08	2.08905204458965e-08	1	6	0	1	1.0001931714598	1.00020666819249
YER055C	P00498	HIS1	32.26611	sce00340  Histidine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	2	1.60475833874487	tightly_const	2	1.06774255494331e-06	1.06778402143526e-06	1.06774255494331e-06	1	4	0	1	1.00522012959759	1.00558681768049
YFR025C	P38635	HIS2	38.58138	sce00340  Histidine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	2	1.60475833874487	tightly_const	2	1.34715046373291e-09	1.34720278121707e-09	1.34715046373291e-09	1	4	0	1	1.00000786988931	1.00000841964309
YIL020C	P40545	HIS6	29.55623	sce00340  Histidine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	2	1.60475833874487	tightly_const	2	9.00905250992765e-08	9.00940238247139e-08	9.00905250992765e-08	1	5	0	1	1.00040320372673	1.00043138157219
YIL116W	P07172	HIS5	42.64564	sce00340  Histidine metabolism sce00350  Tyrosine metabolism sce00360  Phenylalanine metabolism sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1.60475833874487	tightly_const	2	9.29965873732598e-10	9.30001966424609e-10	9.29965873732598e-10	1	4	0	1	1.00000600503679	1.00000642451983
YOR202W	P06633	HIS3	23.83295	sce00340  Histidine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	2	1.60475833874487	tightly_const	2	2.8828976334507e-09	2.88300952092841e-09	2.8828976334507e-09	1	3	0	1	1.00001040353168	1.00001113027587
YPR033C	P07263	HTS1	59.95193	sce00970  Aminoacyl-tRNA biosynthesis	2	1.60475833874487	tightly_const	2	7.20723370520358e-08	7.20723627522423e-08	7.20723370520358e-08	1	12	0	1	1.00065430845591	1.0007000470059
YCL030C	P00815	HIS4	87.72027	sce00340  Histidine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	2	1.60475833874487	tightly_const	2	8.43848229782585e-08	8.43880980182578e-08	8.43848229782585e-08	1	10	0	1	1.00112098998491	1.00119939037946
YER069W	Q01217	ARG5,6	94.86823	sce00220  Arginine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	2	1.51238605188023	tightly_const	2	3.50319109122516e-06	3.50918652771776e-06	3.50425418668774e-06	1	9	0	1	1.02410822748049	1.02583581109331
YMR062C	Q04728	ARG7	47.84821	sce00220  Arginine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	1	1.51238605188023	essential	2	7.68755013558092e-07	0.00159013505529959	7.68988303706282e-07	1	9	0	1	1.00266500549091	1.00285169966355
YOL140W	P18544	ARG8	46.68082	sce00220  Arginine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	2	1.51238605188023	tightly_const	2	8.70146054963364e-06	8.71635241605747e-06	8.70410113722101e-06	1	4	0	1	1.02947442436573	1.03159841176625
YOR335C	P40825	ALA1	110.05785	sce00970  Aminoacyl-tRNA biosynthesis	2	1.43063402413911	tightly_const	2	1.51627041047585e-07	1.51627100329815e-07	1.51627041047585e-07	1	6	0	1	1.00270256799477	1.00289190115882
YMR267W	P28239	PPA2	35.57213	sce00190  Oxidative phosphorylation	2	1.2517920626104	tightly_const	2	1.03504537810182e-06	1.03509513119695e-06	1.03507638472357e-06	1	4	0	1	0.999999999999978	0.999999999999979
YER091C	P05694	MET6	85.85892	sce00270  Cysteine and methionine metabolism sce00450  Selenocompound metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	2	1.18380489064958	tightly_const	2	1.50148376655362e-06	1.50164223828727e-06	1.501522294307e-06	1	7	0	1	1.02333830388966	1.02500936781681
YBR115C	P07702	LYS2	155.34394	sce00300  Lysine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1.16166082432621	tightly_const	2	2.31644417762284e-07	2.31646882850988e-07	2.31644417762284e-07	0	8	6	1	1.00657992356284	1.00704279961943
YDL131W	Q12122	LYS21	48.59372	sce00300  Lysine biosynthesis sce00620  Pyruvate metabolism sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	2	1.16166082432621	tightly_const	2	1.56556996621557e-05	1.56558663721647e-05	1.56556996621557e-05	1	6	0	1	1.14043481557155	1.151733364629
YDR037W	P15180	KRS1	67.95785	sce00970  Aminoacyl-tRNA biosynthesis	2	1.16166082432621	tightly_const	2	2.11369176177813e-07	2.11369273281593e-07	2.11369176177813e-07	1	6	0	1	1.0026258136019	1.00280975453392
YDR234W	P49367	LYS4	75.14989	sce00300  Lysine biosynthesis sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	1	1.16166082432621	essential	2	3.86382363037844e-06	0.00101968249330607	7.72764726075688e-06	1	6	0	1	1.10694771736125	1.11527975605426
YGL154C	P50113	LYS5	30.68281	sce00770  Pantothenate and CoA biosynthesis	2	1.16166082432621	tightly_const	2	2.31644417762284e-07	2.31646882850988e-07	2.31644417762284e-07	0	8	6	1	1.00129914640784	1.00139002410148
YIL094C	P40495	LYS12	40.06854	sce00300  Lysine biosynthesis sce01130  Biosynthesis of antibiotics sce01210  2-Oxocarboxylic acid metabolism sce01230  Biosynthesis of amino acids	2	1.16166082432621	tightly_const	2	5.6821099385318e-07	5.68217044458589e-07	5.6821099385318e-07	1	6	0	1	1.00416238752534	1.00445444524882
YIR034C	P38998	LYS1	41.46445	sce00300  Lysine biosynthesis sce00310  Lysine degradation sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1.16166082432621	tightly_const	2	5.13806370821014e-07	5.13811838590524e-07	5.13806370821014e-07	1	7	0	1	1.00389491014565	1.0041681221722
YNR050C	P38999	LYS9	48.91735	sce00300  Lysine biosynthesis sce00310  Lysine degradation sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1.16166082432621	tightly_const	2	2.94705791742119e-08	2.94708929922249e-08	2.94705791742119e-08	1	7	0	1	1.0002634882667	1.00028189936216
YOL126C	P22133	MDH2	40.7305	sce00020  Citrate cycle (TCA cycle) sce00270  Cysteine and methionine metabolism sce00620  Pyruvate metabolism sce00630  Glyoxylate and dicarboxylate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	1	1.13574019280623	essential	2	3.87944150411293e-09	0.00186711337873719	3.87991748363901e-09	1	5	0	1	1.00002385611129	1.0000255226165
YBR221C	P32473	PDB1	40.0532	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	1.13242905984566	tightly_const	2	9.89019248107231e-07	9.89120094519185e-07	9.8905860509216e-07	0	6	7	1	1.00735157322176	1.00786915667201
YER178W	P16387	PDA1	46.34261	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	1.13242905984566	tightly_const	2	9.89019248107231e-07	9.89120094519185e-07	9.8905860509216e-07	0	6	7	1	1.00850662103966	1.00910626011466
YGR193C	P16451	PDX1	45.36125	sce00NNN  None	2	1.13242905984566	tightly_const	2	9.89019248107231e-07	9.89120094519185e-07	9.8905860509216e-07	0	6	7	1	1.00832639359602	1.00891321600081
YNL071W	P12695	LAT1	51.81762	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	1.13242905984566	tightly_const	2	9.89019248107231e-07	9.89120094519185e-07	9.8905860509216e-07	0	6	7	1	1.00951224998222	1.01018349250606
YNL220W	P80210	ADE12	48.27868	sce00230  Purine metabolism sce00250  Alanine, aspartate and glutamate metabolism	2	1.12281734207146	tightly_const	2	6.27170123021383e-07	6.27525339241446e-07	6.27170123021491e-07	1	7	0	1	1.00564612272261	1.00604291458754
YDR341C	Q05506	YDR341C	69.5242	sce00970  Aminoacyl-tRNA biosynthesis	2	1.06684442415677	tightly_const	2	2.84311129209042e-07	2.8431126841112e-07	2.84311129209042e-07	1	6	0	1	1.00379560026823	1.00406181792722
YHR018C	P04076	ARG4	51.9886	sce00220  Arginine biosynthesis sce00250  Alanine, aspartate and glutamate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	1	1.06684442415677	essential	2	1.73691907691722e-09	0.00146278976470658	1.73691907691722e-09	1	3	0	1	1.00001733579512	1.00001854680522
YJL088W	P05150	ARG3	37.84479	sce00220  Arginine biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1.06684442415677	tightly_const	2	6.20630146040163e-08	6.20698218690722e-08	6.20630146040163e-08	1	5	0	1	1.00045092674225	1.00048244131345
YOL058W	P22768	ARG1	46.92715	sce00220  Arginine biosynthesis sce00250  Alanine, aspartate and glutamate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	1	1.06684442415677	essential	2	2.94990453440172e-07	0.00162085414733027	2.94990453440172e-07	1	7	0	1	1.00265799858814	1.0028442005071
YCR012W	P00560	PGK1	44.73787	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	1	1.0181574507056	essential	2	7.87279533183819e-07	0.0017006503412009	7.87279533183985e-07	1	4	0	1	0.974754830706102	1.03851690264107
