genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YDR502C	P19358	SAM2	42.2555	sce00270  Cysteine and methionine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	0	0.293827460547136	subOpt_isoenz	0	0	2.14144238608438e-09	0	0	7	2	2	1.00000195141982	0.999998496966693
YBR218C	P32327	PYC2	130.16549	sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	0	0.28554180700343	subOpt_isoenz	0	0	5.1459821161316e-07	0	0	8	4	2	1.00000195135689	0.999998496973704
YBL039C	P28274	URA7	64.70953	sce00240  Pyrimidine metabolism	0	0.258201785040242	subOpt_isoenz	0	0	3.67509890812509e-08	0	0	12	6	2	1.00000000000012	1.00000000000013
YMR145C	P40215	NDE1	62.77345	sce00NNN  None	0	0.21221991587445	subOpt_isoenz	0	0	8.12230602160768e-08	0	0	6	7	2	1.00000195135659	0.999998496973704
YAL062W	P39708	GDH3	49.62653	sce00220  Arginine biosynthesis sce00250  Alanine, aspartate and glutamate metabolism sce00910  Nitrogen metabolism	0	0.125433263415212	subOpt_isoenz	0	0	1.34297670070207e-06	0	0	8	13	2	1.00000000000013	1.00000000000013
YER081W	P40054	SER3	51.1927	sce00260  Glycine, serine and threonine metabolism sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	0	0.0284390434503333	subOpt_isoenz	0	0	2.98335377008439e-08	0	0	6	14	2	1.00000003012302	1.00000003012662
YLR438W	P07991	CAR2	46.08557	sce00330  Arginine and proline metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	0	0	subOpt_isoenz	0	0	1.65453936749925e-11	0	1	4	0	2	0.999999999999155	0.999999999999153
YOR317W	P30624	FAA1	77.86529	sce00061  Fatty acid biosynthesis sce00071  Fatty acid degradation sce01212  Fatty acid metabolism sce04146  Peroxisome	0	0	subOpt_isoenz	0	0	1.23312610746211e-09	0	1	52	0	2	1.00000000000196	1.00000000000196
YOR388C	Q08911	FDH1	41.7138	sce00630  Glyoxylate and dicarboxylate metabolism sce01200  Carbon metabolism	0	0	subOpt_isoenz	0	0	1.57754489433056e-09	0	1	4	0	2	1.00000003012743	1.00000003013105
YBL015W	P32316	ACH1	58.71137	sce00620  Pyruvate metabolism	1	1000	opt_isoenz	2	0	1.55148040071211e-09	1.2969475940736e-11	1	7	0	3	1.00000029703858	1.00000029707407
YDR452W	Q04119	PPN1	78.34335	sce00NNN  None	1	1000	opt_isoenz	2	0	1.15643690005877e-09	1.59461388661699e-12	1	11	0	3	1.00000004873356	1.00000004873939
YLL052C		AQY2	NaN		0	0.291189929182961		0	NaN	NaN	NaN	0	2	3	3	1	1
YPR192W		AQY1	NaN		0	0.291189929182961		0	NaN	NaN	NaN	0	2	3	3	1	1
YOR222W		ODC2	NaN		0	0.264068571248405		0	NaN	NaN	NaN	0	6	5	3	1	1
YPL134C		ODC1	NaN		0	0.264068571248405		0	NaN	NaN	NaN	0	6	5	3	1	1
YER053C		PIC2	NaN		0	0.153159333325244		0	NaN	NaN	NaN	0	4	12	3	1	1
YJR077C		MIR1	NaN		0	0.153159333325244		0	NaN	NaN	NaN	0	4	12	3	1	1
YER070W	P21524	RNR1	99.56021	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	0	0	subOpt_isoenz	0	0	9.20008490740199e-10	0	0	24	16	3	1.00000000000518	1.00000000000519
YIL066C	P21672	RNR3	97.51369	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	0	0	subOpt_isoenz	0	0	9.39603853050603e-10	0	0	24	16	3	1.00000000000518	1.00000000000519
