genes	enzymes	shortNames	MWs	actions	k_scores
YMR145C	P40215	NDE1	62.77345	0	0.251837941631569
YDL052C	P33333	SLC1	33.88654	0	0.247365076388417
YBL045C	P07256	COR1	50.22724	0	0.229345720355644
YDR529C	P00128	QCR7	14.56466	0	0.229345720355644
YEL024W	P08067	RIP1	23.36479	0	0.229345720355644
YEL039C	P00045	CYC7	12.53211	0	0.229345720355644
YFR033C	P00127	QCR6	17.25682	0	0.229345720355644
YGR183C	P22289	QCR9	7.47622	0	0.229345720355644
YHR001W-A	P37299	QCR10	8.59285	0	0.229345720355644
YJL166W	P08525	QCR8	10.97437	0	0.229345720355644
YJR048W	P00044	CYC1	12.18177	0	0.229345720355644
YOR065W	P07143	CYT1	34.05423	0	0.229345720355644
YPR191W	P07257	QCR2	40.47764	0	0.229345720355644
YDR231C	Q04935	COX20	23.75778	0	0.229345720355644
YGR062C	P53239	COX18	35.64994	0	0.229345720355644
YHR116W	P38824	COX23	17.31758	0	0.229345720355644
YJL003W	P47081	COX16	14.07686	0	0.229345720355644
YLL018C-A	Q3E731	COX19	11.10542	0	0.229345720355644
YPL132W	P19516	COX11	34.04384	0	0.229345720355644
Q0045	P00401	COX1	58.79755	0	0.229345720355644
Q0250	P00410	COX2	28.5669	0	0.229345720355644
Q0275	P00420	COX3	30.35941	0	0.229345720355644
YDL067C	P07255	COX9	6.96313	0	0.229345720355644
YGL187C	P04037	COX4	17.1424	0	0.229345720355644
YGL191W	P32799	COX13	15.02097	0	0.229345720355644
YHR051W	P00427	COX6	17.34139	0	0.229345720355644
YIL111W	P00425	COX5B	17.1965	0	0.229345720355644
YLR038C	Q01519	COX12	9.78778	0	0.229345720355644
YLR395C	P04039	COX8	8.90656	0	0.229345720355644
YMR256C	P10174	COX7	6.9323	0	0.229345720355644
Q0105	P00163	COB	43.65549	0	0.229345720355643
Q0080	P00856	ATP8	5.82221	0	0.22710768360654
Q0085	P00854	ATP6	29.09876	0	0.22710768360654
Q0130	P61829	OLI1	7.75937	0	0.22710768360654
YBL099W	P07251	ATP1	58.60746	0	0.22710768360654
YBR039W	P38077	ATP3	34.35021	0	0.22710768360654
YDL004W	Q12165	ATP16	17.02022	0	0.22710768360654
YDR298C	P09457	ATP5	22.81414	0	0.22710768360654
YDR322C-A	P81449	TIM11	10.87534	0	0.22710768360654
YDR377W	Q06405	ATP17	11.312	0	0.22710768360654
YJR121W	P00830	ATP2	54.7932	0	0.22710768360654
YKL016C	P30902	ATP7	19.80938	0	0.22710768360654
YML081C-A	P81450	ATP18	6.68769	0	0.22710768360654
YPL078C	P05626	ATP4	26.92481	0	0.22710768360654
YPL271W	P21306	ATP15	6.7425	0	0.22710768360654
YPR020W	Q12233	ATP20	12.92094	0	0.22710768360654
YOL077W-A	P81451	ATP19	7.53367	0	0.22710768360654
YLR295C	Q12349	ATP14	14.12765	0	0.22710768360654
YBL030C		PET9	NaN	0	0.226719159852783
YBR085W		AAC3	NaN	0	0.226719159852783
YMR056C		AAC1	NaN	0	0.226719159852783
YCR048W	P25628	ARE1	71.61215	0	0.220003558123752
YDR503C	Q04396	LPP1	31.58604	0	0.207961799705967
YNR019W	P53629	ARE2	74.022	0	0.207585615226956
YER053C		PIC2	NaN	0	0.201024768615865
YJR077C		MIR1	NaN	0	0.201024768615865
YFL018C	P09624	LPD1	54.00934	0	0.166421133330429
YOR245C	Q08650	DGA1	47.71075	0	0.164378422840434
YML120C	P32340	NDI1	57.24915	0	0.15414208442496
YDL066W	P21954	IDP1	48.18986	0	0.149816852671245
YDR148C	P19262	KGD2	50.43011	0	0.1323
YIL125W	P20967	KGD1	114.41496	0	0.1323
YAL044C	P39726	GCV3	18.79276	0	0.101942155906546
YDR019C	P48015	GCV1	44.46849	0	0.101942155906546
YMR189W	P49095	GCV2	114.45033	0	0.101942155906546
YAL062W	P39708	GDH3	49.62653	0	0.0942049557482137
YOR375C	P07262	GDH1	49.56931	0	0.0942049557482137
YBR263W	P37292	SHM1	53.68589	0	0.0715842514629782
YER081W	P40054	SER3	51.1927	0	0.050187939011906
YGR208W	P42941	SER2	34.20684	0	0.050187939011906
YIL074C	P40510	SER33	51.18777	0	0.050187939011906
YOR184W	P33330	SER1	43.41501	0	0.050187939011906
YLR058C	P37291	SHM2	52.21793	0	0.0411829654137661
YOR388C	Q08911	FDH1	41.7138	0	0.0337502357031967
