genes	enzymes	shortNames	MWs	actions	k_scores
YGL080W		MPC1	NaN	1	7.51497780889587
YGR243W		MPC3	NaN	1	7.51497780889587
YHR162W		MPC2	NaN	1	7.51497780889587
YPR035W	P32288	GLN1	41.7656	1	6.16521021388847
YJR095W		SFC1	NaN	1	5.43976888490083
YKL029C	P36013	MAE1	74.37529	1	4.80900571646426
YKL069W	P36088	YKL069W	19.73402	1	4.72036660487171
YER023W	P32263	PRO3	30.13145	1	3.74272191667027
YAL038W	P00549	CDC19	54.54404	1	3.34751510164922
YGR254W	P00924	ENO1	46.81564	1	3.34751510164922
YHR174W	P00925	ENO2	46.91368	1	3.34751510164922
YKL152C	P00950	GPM1	27.60828	1	3.34751510164922
YOR347C	P52489	PYK2	55.19478	1	3.34751510164922
YMR323W	P42222	ERR3	47.31216	1	3.34751510164922
YOR393W	P0CX10	ERR1	47.32712	1	3.34751510164922
YPL281C	P0CX11	ERR2	47.32712	1	3.34751510164922
YOR283W	Q12040	YOR283W	26.17622	1	3.34751510164922
YPR021C		AGC1	NaN	1	2.90621434658831
YCL040W	P17709	GLK1	55.37689	1	2.31775809235977
YGL253W	P04807	HXK2	53.9419	1	2.31775809235977
YLR446W	Q06204	YLR446W	48.96875	1	2.31775809235977
YFR053C	P04806	HXK1	53.73784	1	2.31775809235974
YML120C	P32340	NDI1	57.24915	1	1.5031669238277
YCR012W	P00560	PGK1	44.73787	1	1.19934674421137
YGR192C	P00359	TDH3	35.74626	1	1.19934674421137
YJL052W	P00360	TDH1	35.74956	1	1.19934674421137
YJR009C	P00358	TDH2	35.84645	1	1.19934674421137
YNL036W	P53615	NCE103	24.85889	1	1.16783743201465
YAL012W	P31373	CYS3	42.5416	1	1.0435155049468
YGL184C	P53101	STR3	51.82796	1	1.0435155049468
YFR055W	P43623	IRC7	36.97108	1	1.0435155049468
YER141W	P40086	COX15	54.65792	0	0.149704166666667
YBR029C	P38221	CDS1	51.82218	0	0.146137301158251
YOR175C	Q08548	ALE1	72.22714	0	0.143045622124366
YDL052C	P33333	SLC1	33.88654	0	0.134675875060736
YNL169C	P39006	PSD1	56.59416	0	0.121709516457941
YER026C	P08456	CHO1	30.8043	0	0.120791256975588
YPL061W	P54115	ALD6	54.41344	0	0.114947690389181
YLR153C	P52910	ACS2	75.49079	0	0.114947690389181
YDR384C		ATO3	NaN	0	0.0631005910213798
YGR121C		MEP1	NaN	0	0.0631005910213798
YNL142W		MEP2	NaN	0	0.0631005910213798
YPR138C		MEP3	NaN	0	0.0631005910213798
YBR263W	P37292	SHM1	53.68589	0	0.0549031696385639
YDR353W	P29509	TRR1	34.23767	0	0.0409502393731826
YAL044C	P39726	GCV3	18.79276	0	0.0274515575708952
YDR019C	P48015	GCV1	44.46849	0	0.0274515575708952
YMR189W	P49095	GCV2	114.45033	0	0.0274515575708952
YLR058C	P37291	SHM2	52.21793	0	0.00283600515121527
YAL062W	P39708	GDH3	49.62653	0	0
YBR115C	P07702	LYS2	155.34394	0	0
YBR218C	P32327	PYC2	130.16549	0	0
YBR291C		CTP1	NaN	0	0
YCL009C	P25605	ILV6	33.98652	0	0
YCL018W	P04173	LEU2	38.95257	0	0
YCR053W	P16120	THR4	57.47349	0	0
YDL066W	P21954	IDP1	48.18986	0	0
YDL131W	Q12122	LYS21	48.59372	0	0
YDR148C	P19262	KGD2	50.43011	0	0
YDR158W	P13663	HOM2	39.54334	0	0
YDR234W	P49367	LYS4	75.14989	0	0
YDR300C	P32264	PRO1	47.16164	0	0
YDR380W	Q06408	ARO10	71.38357	0	0
YER052C	P10869	HOM3	58.10913	0	0
YER069W	Q01217	ARG5,6	94.86823	0	0
YER081W	P40054	SER3	51.1927	0	0
YER152C	P10356	YER152C	49.48976	0	0
YGL009C	P07264	LEU1	85.79356	0	0
YGL062W	P11154	PYC1	130.09827	0	0
YGL154C	P50113	LYS5	30.68281	0	0
YGR087C	P26263	PDC6	61.57964	0	0
YGR208W	P42941	SER2	34.20684	0	0
YHR018C	P04076	ARG4	51.9886	0	0
YHR025W	P17423	THR1	38.71215	0	0
YIL074C	P40510	SER33	51.18777	0	0
YIL094C	P40495	LYS12	40.06854	0	0
YIL125W	P20967	KGD1	114.41496	0	0
YIR034C	P38998	LYS1	41.46445	0	0
YJL060W	P47039	BNA3	50.08168	0	0
YJL088W	P05150	ARG3	37.84479	0	0
YJR016C	P39522	ILV3	62.86049	0	0
YJR139C	P31116	HOM6	38.50163	0	0
YKL085W	P17505	MDH1	35.64959	0	0
YLR044C	P06169	PDC1	61.49468	0	0
YLR134W	P16467	PDC5	61.91138	0	0
YLR304C	P19414	ACO1	85.36736	0	0
YLR355C	P06168	ILV5	44.36792	0	0
YMR062C	Q04728	ARG7	47.84821	0	0
YMR108W	P07342	ILV2	74.93608	0	0
YMR241W		YHM2	NaN	0	0
YNL037C	P28834	IDH1	39.32357	0	0
YNL104C	P06208	LEU4	68.40819	0	0
YNR001C	P00890	CIT1	53.35945	0	0
YNR050C	P38999	LYS9	48.91735	0	0
YOL058W	P22768	ARG1	46.92715	0	0
YOL140W	P18544	ARG8	46.68082	0	0
YOR130C		ORT1	NaN	0	0
YOR136W	P28241	IDH2	39.73903	0	0
YOR184W	P33330	SER1	43.41501	0	0
YOR323C	P54885	PRO2	49.73991	0	0
YOR375C	P07262	GDH1	49.56931	0	0
YOR388C	Q08911	FDH1	41.7138	0	0
YPR001W	P43635	CIT3	53.81073	0	0
YJL200C	P39533	ACO2	86.58224	0	0
