genes	enzymes	shortNames	MWs	actions	k_scores	OE	minUsage	maxUsage	pUsage	foldChange
LEU4m	P06208ly	LEU4m	68.409	2	1000	2	8.40634356799693e-06	8.40634356799695e-06	8.40634356799693e-06	1.00000240743243
YCR053W	P16120	THR4	57.47349	2	100.252999569842	2	5.4286627114811e-08	5.42920114940884e-08	5.42874633235733e-08	1.00000100763706
YDR158W	P13663	HOM2	39.54334	2	100.252999569842	2	1.16696640875542e-06	1.1670473893883e-06	1.16698095844985e-06	1.00000111293796
YER052C	P10869	HOM3	58.10913	2	100.252999569842	2	9.75727482724928e-07	9.75819924685823e-07	9.75738747443163e-07	1.00000113876505
YHR025W	P17423	THR1	38.71215	2	100.252999569842	2	5.42854050227328e-06	5.42921956888318e-06	5.42874633235733e-06	1.00000151433304
YJR139C	P31116	HOM6	38.50163	2	100.252999569842	2	9.80908092240756e-06	9.81003390833738e-06	9.80921679279152e-06	1.0000019242912
YCL040W	P17709	GLK1	55.37689	1	24.7100101492922	2	0	5.14454065029447e-07	0	1.00000088647068
YGL253W	P04807	HXK2	53.9419	1	24.7100101492922	2	0	1.11250837712756e-06	0	1.0000007322532
YLR446W	Q06204	YLR446W	48.96875	1	24.7100101492922	2	0	4.17739781014241e-06	0	1.00000000049211
YFR053C	P04806	HXK1	53.73784	1	24.7100101492922	2	0	5.14454062560491e-07	2.20654740804598e-09	1.00000089059612
YOR303W	P07258	CPA1	45.36103	2	17.3917030104177	2	2.66006251640575e-08	2.6603029254544e-08	2.66016987774693e-08	1.00000100295427
YJR109C	P03965	CPA2	123.91392	2	17.3917030103985	2	2.66006251640575e-08	2.6603029254544e-08	2.66016987774693e-08	1.00000100807162
YOR095C	Q12189	RKI1	28.25777	1	16.0587359825379	2	6.88873432354996e-06	1.4118813328102e-05	6.88896437500147e-06	1.0000009533102
YLR027C	P23542	AAT2	46.05711	1	12.5306327613277	2	0	4.78734087882159e-06	3.515708784116e-07	1.00000000053939
YBR296C		PHO89	NaN	1	9.02855400549639	2	NaN	NaN	NaN	1.00000100000105
YCR037C		PHO87	NaN	1	9.02855400549639	2	NaN	NaN	NaN	1.00000100000105
YJL198W		PHO90	NaN	1	9.02855400549639	2	NaN	NaN	NaN	1.00000100000105
YML123C		PHO84	NaN	1	9.02855400549639	2	NaN	NaN	NaN	1.00000100000105
YNR013C		PHO91	NaN	1	9.02855400549639	2	NaN	NaN	NaN	1.00000100000105
YBR221C	P32473	PDB1	40.0532	2	8.49999538250617	2	3.32458003158601e-06	3.32493775285242e-06	3.32462263193348e-06	1.00000132590409
YER178W	P16387	PDA1	46.34261	2	8.49999538250617	2	3.32458003158601e-06	3.32493775285242e-06	3.32462263193348e-06	1.00000137708269
YGR193C	P16451	PDX1	45.36125	2	8.49999538250617	2	3.32458003158601e-06	3.32493775285242e-06	3.32462263193348e-06	1.00000136909807
YNL071W	P12695	LAT1	51.81762	2	8.49999538250617	2	3.32458003158601e-06	3.32491848566139e-06	3.32462263193348e-06	1.00000142163157
YJR051W	P21375	OSM1	55.06455	1	8.02885705115745	2	0	3.74867876937776e-06	3.85146640021165e-08	1.00000000050497
YGL062W	P11154	PYC1	130.09827	2	6.99624138344204	2	0	3.36346276935401e-06	3.3633645273637e-06	1.00000207089264
YBR218C	P32327	PYC2	130.16549	1	6.99624138344202	2	0	3.3635452474032e-06	0	1.00000099889851
YPR035W	P32288	GLN1	41.7656	2	6.5495585125503	2	1.280275953593e-06	1.28048466878073e-06	1.28033674272202e-06	1.00000113087335
YGL080W		MPC1	NaN	1	4.8076133900975	2	NaN	NaN	NaN	1.00000100000419
YGR243W		MPC3	NaN	1	4.8076133900975	2	NaN	NaN	NaN	1.00000100000419
YHR162W		MPC2	NaN	1	4.8076133900975	2	NaN	NaN	NaN	1.00000100000419
YNL036W	P53615	NCE103	24.85889	1	4.21759918984821	2	0	8.21837030574042e-06	3.0160584191897e-10	1.00000000049517
YER023W	P32263	PRO3	30.13145	2	3.81514636682123	2	6.23904321958613e-09	6.24024840853293e-09	6.24006547752955e-09	1.00000100046121
YAL038W	P00549	CDC19	54.54404	2	3.04005002536344	2	0	1.81136194466711e-06	1.81133076317992e-06	1.00000124179863
YGR254W	P00924	ENO1	46.81564	1	3.04005002536344	2	0	6.19098148752191e-06	1.82707922912445e-06	1.00000000070902
YOR283W	Q12040	YOR283W	26.17622	1	3.04005002536344	2	0	8.30926134000712e-06	5.04475859089733e-07	1.00000000052756
YHR174W	P00925	ENO2	46.91368	1	3.04005002536344	2	0	6.1780356821876e-06	0	1.00000000070896
YKL152C	P00950	GPM1	27.60828	1	3.04005002536344	2	0	7.87826671869295e-06	0	1.00000000052427
YOR347C	P52489	PYK2	55.19478	1	3.04005002536344	2	0	1.81136730660452e-06	0	1.00000099423691
YMR323W	P42222	ERR3	47.31216	1	3.04005002536344	2	0	6.12599948321601e-06	0	1.00000000070896
YOR393W	P0CX10	ERR1	47.32712	1	3.04005002536344	2	0	6.12407083198951e-06	0	1.00000000070902
YPL281C	P0CX11	ERR2	47.32712	1	3.04005002536344	2	0	6.12407083198951e-06	0	1.00000000070897
YDR353W	P29509	TRR1	34.23767	2	1.77153278594018	2	3.17893191436929e-07	3.18027792229722e-07	3.17984184878302e-07	1.00000102664915
YLR043C	P22217	TRX1	11.23485	1	1.64994745316646	2	0	3.33329819939649e-06	0	1.00000098212719
YML082W	Q04533	YML082W	74.31247	1	1.56358225015848	2	0	2.90166235009461e-06	0	1.0000000005275
YLL058W	Q12198	YLL058W	64.22244	1	1.54163527215486	2	0	3.35754788623698e-06	1.7643502575739e-07	1.0000000005275
YCL050C	P16550	APA1	36.49211	2	1.52836212039274	2	1.09838576686896e-07	1.09933527656186e-07	1.09919186695985e-07	1.00000100981801
YKL001C	Q02196	MET14	23.06018	2	1.52836212039274	2	2.39746355457892e-06	2.3985028851436e-06	2.39823507391006e-06	1.00000113535463
YPL092W		SSU1	NaN	1	1.52836212039274	2	NaN	NaN	NaN	1.00000100000105
YPR167C	P18408	MET16	30.3799	2	1.52836212039274	2	3.01405215672384e-06	3.01526409174275e-06	3.01492550390027e-06	1.00000122416602
YOL064C	P32179	MET22	39.14886	2	1.52836212039274	2	9.59036288761772e-07	9.59371467309916e-07	9.59293269802993e-07	1.0000010919138
YML120C	P32340	NDI1	57.24915	2	1.43874998901271	2	0	1.61976264629674e-06	1.16529441636179e-06	1.00000116327138
YKL029C	P36013	MAE1	74.37529	2	1.43745194859477	2	6.44062061575887e-08	6.45136138649451e-08	6.44080827368942e-08	1.00000101172499
YJR130C	P47164	STR2	72.34965	1	1.40995340413311	2	0	2.90208342158669e-06	0	1.00000000051059
YDR502C	P19358	SAM2	42.2555	1	1.24375165975973	2	0	4.83558951430007e-06	0	1.00000000049526
YER043C	P39954	SAH1	49.12498	2	1.24375165975973	2	6.54013550973044e-06	6.54558728462006e-06	6.54314569453955e-06	1.00000178667358
YJR105W	P47143	ADO1	36.37191	2	1.24375165975973	2	2.02579552624185e-07	2.02900946201855e-07	2.02708613860417e-07	1.00000101804547
YLR180W	P10659	SAM1	41.81793	2	1.24375165975973	2	8.86233317957476e-06	8.86967177618399e-06	8.86637115684792e-06	1.00000190743069
LEU5	P38702	LEU5	40.825	2	1.23101761201364	2	0.00195921208824967	0.00196425680123074	0.00195921208824501	1.00039365565561
YCR012W	P00560	PGK1	44.73787	1	1.1609082256964	2	8.59171813640871e-07	5.42576089002431e-06	8.59192001029606e-07	1.00000018864385
YGR192C	P00359	TDH3	35.74626	1	1.1609082256964	2	0	8.32913391745141e-06	0	1.00000000049975
YJL052W	P00360	TDH1	35.74956	2	1.1609082256964	2	8.19114462662393e-06	2.16156897494874e-05	1.59009767827526e-05	1.00000239124174
YJR009C	P00358	TDH2	35.84645	1	1.1609082256964	2	0	1.33882948451393e-05	0	1.00000000049526
YAL012W	P31373	CYS3	42.5416	1	1.04336550882185	2	0	4.81134700142298e-06	0	1.00000000049658
YGL184C	P53101	STR3	51.82796	1	1.04336550882185	2	0	6.05185736932538e-06	0	1.00000056012063
YFR055W	P43623	IRC7	36.97108	2	1.04336550882185	2	0	6.05360082256228e-06	6.04971550670396e-06	1.00000154739772
YER141W	P40086	COX15	54.65792	0	0.149704166666667	0	0	2.3847993981e-13	2.3847993981e-13	1.00000100000108
YDL022W	Q00055	GPD1	42.8683	0	0.14869367741766	0	0	3.06240103051053e-07	3.43592878408743e-09	1.00000106414971
YDR287W	Q05533	INM2	32.09215	0	0.146786676189883	0	0	9.91560305787407e-08	9.30020607798383e-08	1.00000101524434
YHR046C	P38710	INM1	32.82276	0	0.146786676189883	0	0	9.94342184580392e-08	0	1.00000101597623
YBL011W	P32784	SCT1	85.69341	0	0.145823083192529	0	0	3.8125437974682e-06	0	1.00000259918011
YOR222W		ODC2	NaN	0	0.139030786453512	0	NaN	NaN	NaN	1.00000100000105
YPL134C		ODC1	NaN	0	0.139030786453512	0	NaN	NaN	NaN	1.00000100000105
YER081W	P40054	SER3	51.1927	0	0.124371442610741	0	0	1.31515058602336e-07	0	1.00000103295897
YIL074C	P40510	SER33	51.18777	0	0.124371442610741	0	0	1.31520019149388e-07	1.31512791860446e-07	1.00000103295389
YDL085W	Q07500	NDE2	61.65854	0	0.0858696674893505	0	0	1.4572344645441e-06	2.72985376888227e-07	1.00000143831362
YMR145C	P40215	NDE1	62.77345	0	0.0858696674893505	0	0	1.45705977684716e-06	0	1.00000144770218
YDR384C		ATO3	NaN	0	0.0636644930736126	0	NaN	NaN	NaN	1.00000100000105
YGR121C		MEP1	NaN	0	0.0636644930736126	0	NaN	NaN	NaN	1.00000100000105
YNL142W		MEP2	NaN	0	0.0636644930736126	0	NaN	NaN	NaN	1.00000100000105
YPR138C		MEP3	NaN	0	0.0636644930736126	0	NaN	NaN	NaN	1.00000100000105
YAL054C	Q01574	ACS1	79.13997	0	0.024497500238253	0	0	2.70479217652031e-08	0	1.00000101047871
YLR153C	P52910	ACS2	75.49079	0	0.024497500238253	0	0	2.7120410058864e-08	2.70035212799652e-08	1.00000100954002
YLR044C	P06169	PDC1	61.49468	0	0.0143442059556899	0	0	1.167405053972e-08	1.16208249564181e-08	1.00000099882099
YGR087C	P26263	PDC6	61.57964	0	0.0122487501191265	0	0	2.7208934895817e-08	0	1.00000100820236
YLR134W	P16467	PDC5	61.91138	0	0.0122487501191265	0	0	2.72482945721963e-08	0	1.00000100826162
YBR115C	P07702	LYS2	155.34394	0	0	0	0	4.837870095141e-12	0	1.00000100000472
YBR291C		CTP1	NaN	0	0	0	NaN	NaN	NaN	1.00000100000104
YCL009C	P25605	ILV6	33.98652	0	0	0	0	3.63399070472793e-11	0	1.00000100000709
YCL018W	P04173	LEU2	38.95257	0	0	0	0	1.66509035913378e-09	0	1.00000100031852
YDL066W	P21954	IDP1	48.18986	0	0	0	0	9.18626497151622e-11	0	1.00000100002271
YDL131W	Q12122	LYS21	48.59372	0	0	0	0	3.17227823874229e-10	0	1.00000100007649
YDR234W	P49367	LYS4	75.14989	0	0	0	0	2.71857035219381e-06	0	1.00000200001285
YDR300C	P32264	PRO1	47.16164	0	0	0	0	1.84282408641999e-10	0	1.00000100004358
YER069W	Q01217	ARG5,6	94.86823	0	0	0	0	7.93964405552799e-10	0	1.00000100036973
YER091C	P05694	MET6	85.85892	0	0	0	0	1.24785608982777e-10	0	1.00000100005348
YER152C	P10356	YER152C	49.48976	0	0	0	0	4.12809714945076e-06	0	1.00000200000124
YGL009C	P07264	LEU1	85.79356	0	0	0	0	2.38128860701035e-06	0	1.00000200000778
YGL125W	P53128	MET13	68.55958	0	0	0	0	2.37895005788497e-12	0	1.00000100000184
YGL154C	P50113	LYS5	30.68281	0	0	0	0	4.837870095141e-12	0	1.00000100000177
YHR018C	P04076	ARG4	51.9886	0	0	0	0	3.92971286332982e-06	0	1.00000200000973
YIL094C	P40495	LYS12	40.06854	0	0	0	0	7.33346058582925e-12	0	1.00000100000248
YIR034C	P38998	LYS1	41.46445	0	0	0	0	3.09847766372694e-12	0	1.00000100000167
YJL060W	P47039	BNA3	50.08168	0	0	0	0	4.07934016078904e-06	0	1.00000200000943
YJL088W	P05150	ARG3	37.84479	0	0	0	0	8.3346197489681e-12	0	1.00000100000258
YJR016C	P39522	ILV3	62.86049	0	0	0	0	5.50342176938637e-12	0	1.00000100000589
YLR160C	P0CX79	ASP3-4	38.6862	0	0	0	0	1.49869056115323e-06	0	1.00000128379482
YLR174W	P41939	IDP2	46.56172	0	0	0	0	4.38769852275137e-06	0	1.00000200000564
YLR304C	P19414	ACO1	85.36736	0	0	0	0	2.39318068528195e-06	0	1.00000200000604
YLR355C	P06168	ILV5	44.36792	0	0	0	0	3.64782124479427e-11	0	1.00000100000896
YMR062C	Q04728	ARG7	47.84821	0	0	0	0	4.26974568608052e-06	0	1.00000200001003
YMR108W	P07342	ILV2	74.93608	0	0	0	0	3.61613755455621e-11	0	1.00000100001431
YMR241W		YHM2	NaN	0	0	0	NaN	NaN	NaN	1.00000100000104
YNL037C	P28834	IDH1	39.32357	0	0	0	0	1.2171141288261e-09	0	1.00000100023531
YNL104C	P06208	LEU4	68.40819	0	0	0	0	1.17779623554951e-11	0	1.00000100000814
YNR001C	P00890	CIT1	53.35945	0	0	0	0	4.32493321445797e-11	0	1.00000100001234
YNR050C	P38999	LYS9	48.91735	0	0	0	0	6.40150668899146e-13	0	1.0000010000012
YOL058W	P22768	ARG1	46.92715	0	0	0	0	4.35352423047645e-06	0	1.00000200000414
YOL126C	P22133	MDH2	40.7305	0	0	0	0	5.07656261310215e-06	0	1.00000201210313
YOL140W	P18544	ARG8	46.68082	0	0	0	0	2.08983304084032e-09	0	1.00000100047856
YOR130C		ORT1	NaN	0	0	0	NaN	NaN	NaN	1.0000010000042
YOR136W	P28241	IDH2	39.73903	0	0	0	0	1.2171141288261e-09	0	1.00000100023779
YOR323C	P54885	PRO2	49.73991	0	0	0	0	1.93162173647791e-11	0	1.0000010000089
YPL023C	P46151	MET12	73.94088	0	0	0	0	1.26638107106065e-12	0	1.0000010000015
YPR001W	P43635	CIT3	53.81073	0	0	0	0	5.19136757217427e-11	0	1.00000100001471
YJL200C	P39533	ACO2	86.58224	0	0	0	0	2.35961075191381e-06	0	1.00000200001029
YKL069W	P36088	YKL069W	19.73402	0	0	0	0	1.03526718324622e-05	0	1.00000200000759
