genes	enzymes	shortNames	MWs	pathways	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority	foldChange_yield	foldChange_pRate
YOL126C	P22133	MDH2	40.7305	sce00020  Citrate cycle (TCA cycle) sce00270  Cysteine and methionine metabolism sce00620  Pyruvate metabolism sce00630  Glyoxylate and dicarboxylate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	1	3.78832044717327	essential	2	1.10878000776772e-08	0.000460334783227014	1.10888534054769e-08	1	5	0	1	1.00000420207542	1.00000464544234
YBR221C	P32473	PDB1	40.0532	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	3.24093078138632	tightly_const	2	2.54373537888847e-06	2.54392909176002e-06	2.54386836713192e-06	0	6	1	1	1.00106599910131	1.00117860621579
YER178W	P16387	PDA1	46.34261	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	3.24093078138632	tightly_const	2	2.54373537888847e-06	2.54392909176002e-06	2.54386836713192e-06	0	6	1	1	1.0012334476715	1.00136376736002
YGR193C	P16451	PDX1	45.36125	sce00NNN  None	2	3.24093078138632	tightly_const	2	2.54373537888847e-06	2.54392909176002e-06	2.54386836713192e-06	0	6	1	1	1.0012073205534	1.00133487610569
YNL071W	P12695	LAT1	51.81762	sce00010  Glycolysis / Gluconeogenesis sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	3.24093078138632	tightly_const	2	2.54373537888847e-06	2.54392909176002e-06	2.54386836713192e-06	0	6	1	1	1.00137922671555	1.00152497212142
YOR095C	Q12189	RKI1	28.25777	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	1	2.96177848371834	essential	2	3.60113681758929e-06	0.000667107464392565	3.60158126606402e-06	1	2	0	1	1.00326626290496	1.0036121341624
YNL247W	P53852	YNL247W	87.52914	sce00970  Aminoacyl-tRNA biosynthesis	2	1.89020522984288	tightly_const	2	3.34331405398937e-08	3.34331506797558e-08	3.34331405398937e-08	1	6	0	1	1.00004581814798	1.00005065270803
YGR155W	P32582	CYS4	56.02121	sce00260  Glycine, serine and threonine metabolism sce00270  Cysteine and methionine metabolism sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1.89020522984288	essential	2	1.59328483825345e-08	1.61080949620976e-08	1.60168207018274e-08	1	4	0	1	1.00001404861706	1.00001553092266
YBR248C	P33734	HIS7	61.06729	sce00340  Histidine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	2	1.30046638703382	tightly_const	2	1.84142063180326e-08	1.8415032449921e-08	1.84142063180326e-08	1	6	0	1	1.00002135692671	1.000023610369
YCL030C	P00815	HIS4	87.72027	sce00340  Histidine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	2	1.30046638703382	tightly_const	2	7.43820406225223e-08	7.43853755728336e-08	7.43820406225223e-08	1	10	0	1	1.0001239226815	1.00013699966955
YER055C	P00498	HIS1	32.26611	sce00340  Histidine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	2	1.30046638703382	tightly_const	2	9.41174814298672e-07	9.41217039009034e-07	9.41174814298672e-07	1	4	0	1	1.00057679830981	1.00063769564226
YFR025C	P38635	HIS2	38.58138	sce00340  Histidine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	2	1.30046638703382	tightly_const	2	1.18746235379137e-09	1.18751562790494e-09	1.18746235379137e-09	1	4	0	1	1.00000087010919	1.0000009619153
YIL020C	P40545	HIS6	29.55623	sce00340  Histidine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	2	1.30046638703382	tightly_const	2	7.94114019693478e-08	7.94149624132137e-08	7.94114019693478e-08	1	5	0	1	1.00004457688889	1.00004928046945
YIL116W	P07172	HIS5	42.64564	sce00340  Histidine metabolism sce00350  Tyrosine metabolism sce00360  Phenylalanine metabolism sce00400  Phenylalanine, tyrosine and tryptophan biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01230  Biosynthesis of amino acids	2	1.30046638703382	tightly_const	2	8.1972986321675e-10	8.19766639440902e-10	8.1972986321675e-10	1	4	0	1	1.00000066392786	1.00000073397956
YOR202W	P06633	HIS3	23.83295	sce00340  Histidine metabolism sce01110  Biosynthesis of secondary metabolites sce01230  Biosynthesis of amino acids	2	1.30046638703382	tightly_const	2	2.54116559487424e-09	2.54127960130452e-09	2.54116559487424e-09	1	3	0	1	1.00000115023292	1.00000127159521
YPR033C	P07263	HTS1	59.95193	sce00970  Aminoacyl-tRNA biosynthesis	2	1.30046638703382	tightly_const	2	6.35290483899677e-08	6.35290746187585e-08	6.35290483899677e-08	1	12	0	1	1.00007233610236	1.00007996896178
YMR319C	P40988	FET4	62.7913	sce00NNN  None	2	1000	opt_isoenz_tight	2	0	8.63798022095557e-10	8.63798022093829e-10	1	3	0	2	1.00000034848606	1.00000038525516
YML075C	P12683	HMG1	115.62448	sce00900  Terpenoid backbone biosynthesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics	2	8.40268222482392	opt_isoenz_tight	2	0	7.19431255507368e-07	7.19428482204741e-07	1	7	0	2	1.00073015270596	1.0008072539835
YHR163W	P38858	SOL3	27.78417	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	5.14715152312581	opt_isoenz_tight	2	0	8.66976610288802e-06	8.66878935756354e-06	1	5	0	2	1.00791224057729	1.00875437679714
YHR183W	P38720	GND1	53.54274	sce00030  Pentose phosphate pathway sce00480  Glutathione metabolism sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism	2	5.14715152312581	opt_isoenz_tight	2	0	2.38180270829078e-06	2.38153437179331e-06	1	6	0	2	1.00418548016998	1.00462913834625
YGL062W	P11154	PYC1	130.09827	sce00020  Citrate cycle (TCA cycle) sce00620  Pyruvate metabolism sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	2	2.18852813523571	opt_isoenz_tight	2	0	1.99100075055178e-06	1.9906246246052e-06	1	8	0	2	1.00605921100796	1.00670280915926
YBL039C	P28274	URA7	64.70953	sce00240  Pyrimidine metabolism	0	0.277777072083192	subOpt_isoenz	0	0	4.1534029019349e-08	0	0	12	3	2	1.00000000000003	0.999999999999998
YOR317W	P30624	FAA1	77.86529	sce00061  Fatty acid biosynthesis sce00071  Fatty acid degradation sce01212  Fatty acid metabolism sce04146  Peroxisome	0	0.17493000750257	subOpt_isoenz	0	0	0.00024096857712354	0	1	52	0	2	0.999999999999996	0.999999999999999
YIL066C	P21672	RNR3	97.51369	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	0	0.170208653299205	subOpt_isoenz	0	0	4.87270787743092e-07	0	0	24	4	2	1	0.999999999999998
YJL026W	P09938	RNR2	46.14681	sce00230  Purine metabolism sce00240  Pyrimidine metabolism sce00480  Glutathione metabolism	0	0.170208653299205	subOpt_isoenz	0	0	4.87270787747119e-07	0	0	24	4	2	1.00000000000001	1
YBR263W	P37292	SHM1	53.68589	sce00260  Glycine, serine and threonine metabolism sce00630  Glyoxylate and dicarboxylate metabolism sce00670  One carbon pool by folate sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	0	0	subOpt_isoenz	0	0	0.000349239083568185	0	1	5	0	2	1.00000000000002	1.00000000000002
YER015W	P39518	FAA2	83.43704	sce00061  Fatty acid biosynthesis sce00071  Fatty acid degradation sce01212  Fatty acid metabolism sce04146  Peroxisome	0	-0	subOpt_isoenz	0	0	0.00022471102997232	0	1	20	0	2	1.00000000000004	1
YJR069C	P47119	HAM1	22.09268	sce00230  Purine metabolism	1	1000	opt_isoenz	2	0	0.000848661150621771	8.52863576560205e-12	1	16	0	3	1.00000013621989	1.00000015059257
YPR074C	P23254	TKL1	73.80488	sce00030  Pentose phosphate pathway sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	1	29.1735364278544	opt_isoenz	2	0	0.00025479244756036	7.54917307666461e-07	1	10	0	3	1.00185442045402	1.00205048327244
YNL036W	P53615	NCE103	24.85889	sce00910  Nitrogen metabolism	1	1.56980260664409	opt_isoenz	2	0	0.000754225489217966	1.45013583146336e-10	1	4	0	3	1	1
YJL052W	P00360	TDH1	35.74956	sce00010  Glycolysis / Gluconeogenesis sce01110  Biosynthesis of secondary metabolites sce01130  Biosynthesis of antibiotics sce01200  Carbon metabolism sce01230  Biosynthesis of amino acids	1	1.11937943211076	opt_isoenz	2	0	0.000540250939855598	1.57914621494328e-05	1	8	0	3	0.952137215359326	1.07018247862618
YKL188C		PXA2	NaN		0	0		0	NaN	NaN	NaN	0	25	5	3	1.00004781778831	0.999998014051075
YPL147W		PXA1	NaN		0	0		0	NaN	NaN	NaN	0	25	5	3	1.00004781778831	0.999998014051075
