genes	enzymes	shortNames	MWs	actions	k_scores	EV_type	OE	minUsage	maxUsage	pUsage	unique	conectivity	groups	priority
YNL130C	P17898	CPT1	44.82898	0	0	subOpt_isoenz	0	0	2.05859247478302e-09	0	1	27	0	2
YNR008W	P40345	LRO1	75.39242	0	-0	subOpt_isoenz	0	0	1.22616433953585e-09	0	1	48	0	2
YOR317W	P30624	FAA1	77.86529	0	0	subOpt_isoenz	0	0	1.26145684684111e-09	0	1	52	0	2
YOR388C	Q08911	FDH1	41.7138	0	0	subOpt_isoenz	0	0	1.61237683443215e-09	0	1	4	0	2
YDR452W	Q04119	PPN1	78.34335	1	1000	opt_isoenz	2	0	1.15680530440713e-09	1.59461388661699e-12	1	11	0	3
YKL060C	P14540	FBA1	39.62024	1	1.22854759074115	opt_isoenz	2	0	3.91506369515044e-09	1.34528834531068e-09	1	7	0	3
YLL052C		AQY2	NaN	0	0.285445890348522		0	NaN	NaN	NaN	0	2	9	3
YPR192W		AQY1	NaN	0	0.285445890348522		0	NaN	NaN	NaN	0	2	9	3
YOR222W		ODC2	NaN	0	0.26526130671434		0	NaN	NaN	NaN	0	6	11	3
YPL134C		ODC1	NaN	0	0.26526130671434		0	NaN	NaN	NaN	0	6	11	3
YER053C		PIC2	NaN	0	0.150846645161615		0	NaN	NaN	NaN	0	4	18	3
YJR077C		MIR1	NaN	0	0.150846645161615		0	NaN	NaN	NaN	0	4	18	3
YER070W	P21524	RNR1	99.56021	0	0	subOpt_isoenz	0	0	9.21790686295308e-10	0	0	24	22	3
YGR180C	P49723	RNR4	40.05407	0	0	subOpt_isoenz	0	0	2.34316739707333e-09	0	0	24	22	3
YIL066C	P21672	RNR3	97.51369	0	0	subOpt_isoenz	0	0	9.61471722640337e-10	0	0	24	22	3
